"StockKeyLabel","AssessmentYear","AdviceCategory","lineDescription","FishingPressure","StockSize","SBL","Ecoregion","FisheriesGuild"
"bsf.27.nea",2018,"PA","Precautionary approach","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","pelagic"
"bsk.27.nea",2019,"PA","Maximum sustainable yield","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"bsk.27.nea",2019,"PA","Precautionary approach","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"cod.27.21",2019,"PA","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","demersal"
"cod.27.21",2019,"PA","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","demersal"
"cod.27.47d20",2019,"MSY","Maximum sustainable yield","RED","RED","RED","Greater North Sea Ecoregion","demersal"
"cod.27.47d20",2019,"MSY","Precautionary approach","RED","RED","RED","Greater North Sea Ecoregion","demersal"
"cod.27.7e-k",2019,"MSY","Precautionary approach","RED","RED","RED","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"cod.27.7e-k",2019,"MSY","Maximum sustainable yield","RED","RED","RED","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"cyo.27.nea",2019,"PA","Maximum sustainable yield","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"cyo.27.nea",2019,"PA","Precautionary approach","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"dab.27.3a4",2019,"PA/Stock status only","Precautionary approach","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","benthic"
"dab.27.3a4",2019,"PA/Stock status only","Maximum sustainable yield","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","benthic"
"dgs.27.nea",2018,"MSY/PA","Precautionary approach","GREEN","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"dgs.27.nea",2018,"MSY/PA","Maximum sustainable yield","GREEN","RED","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"fle.27.3a4",2019,"PA/Stock status only","Maximum sustainable yield","GREEN","GREY","GREY","Greater North Sea Ecoregion","benthic"
"fle.27.3a4",2019,"PA/Stock status only","Precautionary approach","GREEN","GREY","GREY","Greater North Sea Ecoregion","benthic"
"gag.27.nea",2019,"PA","Precautionary approach","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"gag.27.nea",2019,"PA","Maximum sustainable yield","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"gfb.27.nea",2018,"PA","Precautionary approach","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"gfb.27.nea",2018,"PA","Maximum sustainable yield","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"gug.27.3a47d",2018,"PA/Stock status only","Maximum sustainable yield","GREEN","GREY","GREY","Greater North Sea Ecoregion","demersal"
"gug.27.3a47d",2018,"PA/Stock status only","Precautionary approach","GREEN","GREY","GREY","Greater North Sea Ecoregion","demersal"
"guq.27.nea",2019,"PA","Precautionary approach","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"guq.27.nea",2019,"PA","Maximum sustainable yield","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"gur.27.3-8",2019,"PA","Precautionary approach","GREY","GREY","GREY","Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"gur.27.3-8",2019,"PA","Maximum sustainable yield","GREY","GREY","GREY","Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"had.27.46a20",2019,"MSY","Maximum sustainable yield","RED","GREEN","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","demersal"
"had.27.46a20",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","demersal"
"had.27.7b-k",2019,"MSY","Maximum sustainable yield","RED","GREEN","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"had.27.7b-k",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"her.27.1-24a514a",2019,"MP","Precautionary approach","GREEN","GREEN","GREEN","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","pelagic"
"her.27.1-24a514a",2019,"MP","Maximum sustainable yield","GREEN","GREEN","GREEN","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","pelagic"
"her.27.20-24",2019,"MSY","Precautionary approach","ORANGE","RED","RED","Baltic Sea Ecoregion, Greater North Sea Ecoregion","pelagic"
"her.27.20-24",2019,"MSY","Maximum sustainable yield","RED","RED","RED","Baltic Sea Ecoregion, Greater North Sea Ecoregion","pelagic"
"her.27.3a47d",2019,"MSY","Maximum sustainable yield","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","pelagic"
"her.27.3a47d",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","pelagic"
"hke.27.3a46-8abd",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"hke.27.3a46-8abd",2019,"MSY","Maximum sustainable yield","GREEN","GREEN","GREEN","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"hom.27.2a4a5b6a7a-ce-k8",2019,"MSY","Maximum sustainable yield","RED","RED","RED","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","pelagic"
"hom.27.2a4a5b6a7a-ce-k8",2019,"MSY","Precautionary approach","ORANGE","ORANGE","RED","Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","pelagic"
"hom.27.3a4bc7d",2019,"PA","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","pelagic"
"hom.27.3a4bc7d",2019,"PA","Maximum sustainable yield","RED","GREY","GREY","Greater North Sea Ecoregion","pelagic"
"ldb.27.7b-k8abd",2019,"PA/Stock status only","Maximum sustainable yield","GREY","GREY","GREY","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","benthic"
"ldb.27.7b-k8abd",2019,"PA/Stock status only","Precautionary approach","GREY","GREY","GREY","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","benthic"
"lem.27.3a47d",2019,"PA","Precautionary approach","GREEN","GREY","GREY","Greater North Sea Ecoregion","benthic"
"lem.27.3a47d",2019,"PA","Maximum sustainable yield","GREEN","GREY","GREY","Greater North Sea Ecoregion","benthic"
"lez.27.4a6a",2019,"MSY","Maximum sustainable yield","GREEN","GREEN","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","benthic"
"lez.27.4a6a",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","benthic"
"lin.27.3a4a6-91214",2019,"PA","Precautionary approach","GREEN","GREY","GREY","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"lin.27.3a4a6-91214",2019,"PA","Maximum sustainable yield","GREEN","GREY","GREY","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"mac.27.nea",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","pelagic"
"mac.27.nea",2019,"MSY","Maximum sustainable yield","RED","GREEN","GREEN","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","pelagic"
"meg.27.7b-k8abd",2019,"MP","Maximum sustainable yield","GREEN","GREEN","GREEN","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","benthic"
"meg.27.7b-k8abd",2019,"MP","Precautionary approach","GREEN","GREEN","GREEN","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","benthic"
"mon.27.78abd",2019,"MP","Maximum sustainable yield","GREEN","GREEN","GREEN","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","benthic"
"mon.27.78abd",2019,"MP","Precautionary approach","GREEN","GREEN","GREEN","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","benthic"
"mur.27.3a47d",2019,"PA","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","demersal"
"mur.27.3a47d",2019,"PA","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","demersal"
"mur.27.67a-ce-k89a",2017,"PA","Precautionary approach","GREY","GREY","GREY","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"mur.27.67a-ce-k89a",2017,"PA","Maximum sustainable yield","GREY","GREY","GREY","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"nep.fu.10",2018,"PA","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.10",2018,"PA","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.3-4",2019,"FMSY Ranges","Precautionary approach","GREEN","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.3-4",2019,"FMSY Ranges","Maximum sustainable yield","GREEN","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.32",2018,"PA","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.32",2018,"PA","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.33",2018,"PA","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.33",2018,"PA","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.34",2018,"PA","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.34",2018,"PA","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.5",2018,"PA","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.5",2018,"PA","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.6",2019,"FMSY Ranges","Precautionary approach","GREY","GREEN","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.6",2019,"FMSY Ranges","Maximum sustainable yield","RED","GREEN","GREY","Greater North Sea Ecoregion","crustacean"
"nep.fu.7",2019,"FMSY Ranges","Maximum sustainable yield","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","crustacean"
"nep.fu.7",2019,"FMSY Ranges","Precautionary approach","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","crustacean"
"nep.fu.8",2019,"FMSY Ranges","Precautionary approach","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","crustacean"
"nep.fu.8",2019,"FMSY Ranges","Maximum sustainable yield","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","crustacean"
"nep.fu.9",2019,"FMSY Ranges","Maximum sustainable yield","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","crustacean"
"nep.fu.9",2019,"FMSY Ranges","Precautionary approach","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","crustacean"
"nop.27.3a4",2019,"MSY","Precautionary approach","GREY","GREEN","GREY","Greater North Sea Ecoregion","pelagic"
"nop.27.3a4",2019,"MSY","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","pelagic"
"ory.27.nea",2016,"PA","Maximum sustainable yield","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"ory.27.nea",2016,"PA","Precautionary approach","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","demersal"
"ple.27.21-23",2019,"PA","Precautionary approach","GREEN","GREEN","GREEN","Baltic Sea Ecoregion, Greater North Sea Ecoregion","benthic"
"ple.27.21-23",2019,"PA","Maximum sustainable yield","RED","GREEN","GREEN","Baltic Sea Ecoregion, Greater North Sea Ecoregion","benthic"
"ple.27.420",2019,"MSY","Maximum sustainable yield","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","benthic"
"ple.27.420",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","benthic"
"ple.27.7d",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","benthic"
"ple.27.7d",2019,"MSY","Maximum sustainable yield","GREEN","GREEN","GREEN","Greater North Sea Ecoregion","benthic"
"ple.27.7e",2019,"PA","Precautionary approach","GREEN","GREEN","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","benthic"
"ple.27.7e",2019,"PA","Maximum sustainable yield","RED","GREEN","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","benthic"
"pok.27.3a46",2019,"MSY","Maximum sustainable yield","GREEN","GREEN","GREEN","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","demersal"
"pok.27.3a46",2019,"MSY","Precautionary approach","GREEN","GREEN","GREEN","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","demersal"
"pol.27.3a4",2018,"PA/Stock status only","Maximum sustainable yield","GREY","GREY","GREY","Greater North Sea Ecoregion","demersal"
"pol.27.3a4",2018,"PA/Stock status only","Precautionary approach","GREY","GREY","GREY","Greater North Sea Ecoregion","demersal"
"por.27.nea",2019,"PA","Maximum sustainable yield","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
"por.27.nea",2019,"PA","Precautionary approach","GREY","GREY","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","elasmobranch"
