Year,StockKeyLabel,FisheriesGuild,Purpose,F,SSB,fishingPressureDescription,stockSizeDescription,landings,catches,discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger
2017,had.27.46a20,demersal,Advice,0.247,207480,F,SSB,32827,40801,7029,2019,0.39,0.28,132000,94000,0.19,132000
2017,had.27.46a20,demersal,Advice,0.247,207480,F,SSB,32827,40801,7029,2019,0.39,0.28,132000,94000,0.19,132000
2018,had.27.46a20,demersal,Advice,0.224,186846,F,SSB,34470,39524,5032,2019,0.39,0.28,132000,94000,0.19,132000
2018,had.27.46a20,demersal,Advice,0.224,186846,F,SSB,34470,39524,5032,2019,0.39,0.28,132000,94000,0.19,132000
2019,had.27.46a20,demersal,Advice,NA,236941,F,SSB,NA,NA,NA,2019,0.39,0.28,132000,94000,0.19,132000
2019,had.27.46a20,demersal,Advice,NA,236941,F,SSB,NA,NA,NA,2019,0.39,0.28,132000,94000,0.19,132000
1993,had.27.7b-k,demersal,Advice,1.087,7550,F,SSB,3348,4556,1208,2019,1.41,0.89,10000,6700,0.4,10000
1994,had.27.7b-k,demersal,Advice,1.064,8114,F,SSB,4131,6017,1886,2019,1.41,0.89,10000,6700,0.4,10000
1995,had.27.7b-k,demersal,Advice,0.838,7509,F,SSB,4470,6688,2218,2019,1.41,0.89,10000,6700,0.4,10000
1996,had.27.7b-k,demersal,Advice,0.83,19979,F,SSB,6756,11065,4309,2019,1.41,0.89,10000,6700,0.4,10000
1997,had.27.7b-k,demersal,Advice,0.703,29116,F,SSB,10827,13710,2883,2019,1.41,0.89,10000,6700,0.4,10000
1998,had.27.7b-k,demersal,Advice,0.746,22775,F,SSB,7928,8862,934,2019,1.41,0.89,10000,6700,0.4,10000
1999,had.27.7b-k,demersal,Advice,0.513,14458,F,SSB,4970,5556,586,2019,1.41,0.89,10000,6700,0.4,10000
2000,had.27.7b-k,demersal,Advice,0.655,17833,F,SSB,7499,10002,2503,2019,1.41,0.89,10000,6700,0.4,10000
2001,had.27.7b-k,demersal,Advice,0.696,29759,F,SSB,9278,12696,3418,2019,1.41,0.89,10000,6700,0.4,10000
2002,had.27.7b-k,demersal,Advice,1.238,36655,F,SSB,6488,13561,7073,2019,1.41,0.89,10000,6700,0.4,10000
2003,had.27.7b-k,demersal,Advice,0.653,25954,F,SSB,8292,17748,9456,2019,1.41,0.89,10000,6700,0.4,10000
2004,had.27.7b-k,demersal,Advice,0.774,43868,F,SSB,8777,15527,6750,2019,1.41,0.89,10000,6700,0.4,10000
2005,had.27.7b-k,demersal,Advice,0.814,30228,F,SSB,6787,11978,5191,2019,1.41,0.89,10000,6700,0.4,10000
2006,had.27.7b-k,demersal,Advice,0.508,23989,F,SSB,5593,8077,2484,2019,1.41,0.89,10000,6700,0.4,10000
2007,had.27.7b-k,demersal,Advice,0.406,25527,F,SSB,6781,9520,2739,2019,1.41,0.89,10000,6700,0.4,10000
2008,had.27.7b-k,demersal,Advice,0.724,24448,F,SSB,7455,18642,11187,2019,1.41,0.89,10000,6700,0.4,10000
2009,had.27.7b-k,demersal,Advice,0.57,36875,F,SSB,9608,18688,9080,2019,1.41,0.89,10000,6700,0.4,10000
2010,had.27.7b-k,demersal,Advice,0.591,38136,F,SSB,10262,26809,16547,2019,1.41,0.89,10000,6700,0.4,10000
2011,had.27.7b-k,demersal,Advice,0.463,86471,F,SSB,12879,27257,14378,2019,1.41,0.89,10000,6700,0.4,10000
2012,had.27.7b-k,demersal,Advice,0.572,69258,F,SSB,18376,28567,10191,2019,1.41,0.89,10000,6700,0.4,10000
2013,had.27.7b-k,demersal,Advice,0.491,43200,F,SSB,13424,15509,2085,2019,1.41,0.89,10000,6700,0.4,10000
2014,had.27.7b-k,demersal,Advice,0.509,28258,F,SSB,9854,13031,3177,2019,1.41,0.89,10000,6700,0.4,10000
2015,had.27.7b-k,demersal,Advice,0.478,43106,F,SSB,8545,15239,6694,2019,1.41,0.89,10000,6700,0.4,10000
2016,had.27.7b-k,demersal,Advice,0.619,33794,F,SSB,7594,17931,10337,2019,1.41,0.89,10000,6700,0.4,10000
2017,had.27.7b-k,demersal,Advice,0.627,38018,F,SSB,8097,16072,7975,2019,1.41,0.89,10000,6700,0.4,10000
2018,had.27.7b-k,demersal,Advice,0.773,24239,F,SSB,7109,12546,5436,2019,1.41,0.89,10000,6700,0.4,10000
2019,had.27.7b-k,demersal,Advice,NA,14205,F,SSB,NA,NA,NA,2019,1.41,0.89,10000,6700,0.4,10000
1988,her.27.1-24a514a,pelagic,Advice,0.042,2122000,F,SSB,135301,135301,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1989,her.27.1-24a514a,pelagic,Advice,0.033,3281000,F,SSB,103830,103830,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1990,her.27.1-24a514a,pelagic,Advice,0.031,3550000,F,SSB,86411,86411,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1991,her.27.1-24a514a,pelagic,Advice,0.031,3324000,F,SSB,84683,84683,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1992,her.27.1-24a514a,pelagic,Advice,0.038,3352000,F,SSB,104448,104448,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1993,her.27.1-24a514a,pelagic,Advice,0.076,3323000,F,SSB,232457,232457,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1994,her.27.1-24a514a,pelagic,Advice,0.126,3452000,F,SSB,479228,479228,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1995,her.27.1-24a514a,pelagic,Advice,0.216,3524000,F,SSB,905501,905501,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1996,her.27.1-24a514a,pelagic,Advice,0.189,4109000,F,SSB,1220283,1220283,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1997,her.27.1-24a514a,pelagic,Advice,0.194,5373000,F,SSB,1426507,1426507,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1998,her.27.1-24a514a,pelagic,Advice,0.19,5941000,F,SSB,1223131,1223131,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1999,her.27.1-24a514a,pelagic,Advice,0.214,5816000,F,SSB,1235433,1235433,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2000,her.27.1-24a514a,pelagic,Advice,0.257,4842000,F,SSB,1207201,1207201,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2001,her.27.1-24a514a,pelagic,Advice,0.203,4018000,F,SSB,766136,766136,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2002,her.27.1-24a514a,pelagic,Advice,0.225,3552000,F,SSB,807795,807795,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2003,her.27.1-24a514a,pelagic,Advice,0.151,4192000,F,SSB,789510,789510,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2004,her.27.1-24a514a,pelagic,Advice,0.127,5292000,F,SSB,794066,794066,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2005,her.27.1-24a514a,pelagic,Advice,0.171,5425000,F,SSB,1003243,1003243,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2006,her.27.1-24a514a,pelagic,Advice,0.175,5396000,F,SSB,968958,968958,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2007,her.27.1-24a514a,pelagic,Advice,0.153,6952000,F,SSB,1266993,1266993,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2008,her.27.1-24a514a,pelagic,Advice,0.198,7050000,F,SSB,1545656,1545656,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2009,her.27.1-24a514a,pelagic,Advice,0.205,7030000,F,SSB,1687373,1687373,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2010,her.27.1-24a514a,pelagic,Advice,0.213,6231000,F,SSB,1457014,1457014,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2011,her.27.1-24a514a,pelagic,Advice,0.159,5878000,F,SSB,992998,992998,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2012,her.27.1-24a514a,pelagic,Advice,0.141,5692000,F,SSB,825999,825999,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2013,her.27.1-24a514a,pelagic,Advice,0.121,5322000,F,SSB,684743,684743,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2014,her.27.1-24a514a,pelagic,Advice,0.084,5154000,F,SSB,461306,461306,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2015,her.27.1-24a514a,pelagic,Advice,0.067,4798000,F,SSB,328740,328740,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2016,her.27.1-24a514a,pelagic,Advice,0.087,4535000,F,SSB,383174,383174,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2017,her.27.1-24a514a,pelagic,Advice,0.162,4490000,F,SSB,721566,721566,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2018,her.27.1-24a514a,pelagic,Advice,0.128,4103000,F,SSB,592899,592899,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
2019,her.27.1-24a514a,pelagic,Advice,NA,3965000,F,SSB,NA,NA,NA,2019,0.291,0.227,3184000,2500000,0.157,3184000
1991,her.27.20-24,pelagic,Advice,0.49,297743,F,SSB,191573,191573,NA,2019,0.45,0.35,150000,120000,0.31,150000
1992,her.27.20-24,pelagic,Advice,0.523,292363,F,SSB,194408,194408,NA,2019,0.45,0.35,150000,120000,0.31,150000
1993,her.27.20-24,pelagic,Advice,0.56,274789,F,SSB,185010,185010,NA,2019,0.45,0.35,150000,120000,0.31,150000
1994,her.27.20-24,pelagic,Advice,0.592,221515,F,SSB,172439,172439,NA,2019,0.45,0.35,150000,120000,0.31,150000
1995,her.27.20-24,pelagic,Advice,0.614,190874,F,SSB,150820,150820,NA,2019,0.45,0.35,150000,120000,0.31,150000
1996,her.27.20-24,pelagic,Advice,0.626,131122,F,SSB,121260,121260,NA,2019,0.45,0.35,150000,120000,0.31,150000
1997,her.27.20-24,pelagic,Advice,0.614,148064,F,SSB,115585,115585,NA,2019,0.45,0.35,150000,120000,0.31,150000
1998,her.27.20-24,pelagic,Advice,0.602,120878,F,SSB,107033,107033,NA,2019,0.45,0.35,150000,120000,0.31,150000
1999,her.27.20-24,pelagic,Advice,0.576,121711,F,SSB,97234,97234,NA,2019,0.45,0.35,150000,120000,0.31,150000
2000,her.27.20-24,pelagic,Advice,0.58,122677,F,SSB,109913,109913,NA,2019,0.45,0.35,150000,120000,0.31,150000
2001,her.27.20-24,pelagic,Advice,0.568,136818,F,SSB,105806,105806,NA,2019,0.45,0.35,150000,120000,0.31,150000
2002,her.27.20-24,pelagic,Advice,0.533,164949,F,SSB,106195,106195,NA,2019,0.45,0.35,150000,120000,0.31,150000
2003,her.27.20-24,pelagic,Advice,0.506,129138,F,SSB,78310,78310,NA,2019,0.45,0.35,150000,120000,0.31,150000
2004,her.27.20-24,pelagic,Advice,0.499,129940,F,SSB,76813,76813,NA,2019,0.45,0.35,150000,120000,0.31,150000
2005,her.27.20-24,pelagic,Advice,0.509,119352,F,SSB,88404,88404,NA,2019,0.45,0.35,150000,120000,0.31,150000
2006,her.27.20-24,pelagic,Advice,0.52,132111,F,SSB,90548,90548,NA,2019,0.45,0.35,150000,120000,0.31,150000
2007,her.27.20-24,pelagic,Advice,0.531,104839,F,SSB,68179,68179,NA,2019,0.45,0.35,150000,120000,0.31,150000
2008,her.27.20-24,pelagic,Advice,0.531,86646,F,SSB,69489,69489,NA,2019,0.45,0.35,150000,120000,0.31,150000
2009,her.27.20-24,pelagic,Advice,0.505,80833,F,SSB,67259,67259,NA,2019,0.45,0.35,150000,120000,0.31,150000
2010,her.27.20-24,pelagic,Advice,0.437,75973,F,SSB,42214,42214,NA,2019,0.45,0.35,150000,120000,0.31,150000
2011,her.27.20-24,pelagic,Advice,0.368,69299,F,SSB,27771,27771,NA,2019,0.45,0.35,150000,120000,0.31,150000
2012,her.27.20-24,pelagic,Advice,0.361,70821,F,SSB,38646,38646,NA,2019,0.45,0.35,150000,120000,0.31,150000
2013,her.27.20-24,pelagic,Advice,0.354,83044,F,SSB,43827,43827,NA,2019,0.45,0.35,150000,120000,0.31,150000
2014,her.27.20-24,pelagic,Advice,0.345,89459,F,SSB,37358,37358,NA,2019,0.45,0.35,150000,120000,0.31,150000
2015,her.27.20-24,pelagic,Advice,0.367,90109,F,SSB,37490,37490,NA,2019,0.45,0.35,150000,120000,0.31,150000
2016,her.27.20-24,pelagic,Advice,0.402,88443,F,SSB,51299,51299,NA,2019,0.45,0.35,150000,120000,0.31,150000
2017,her.27.20-24,pelagic,Advice,0.416,83895,F,SSB,46340,46340,NA,2019,0.45,0.35,150000,120000,0.31,150000
2018,her.27.20-24,pelagic,Advice,0.416,74132,F,SSB,41058,41058,NA,2019,0.45,0.35,150000,120000,0.31,150000
2019,her.27.20-24,pelagic,Advice,NA,69743,F,SSB,NA,NA,NA,2019,0.45,0.35,150000,120000,0.31,150000
1947,her.27.3a47d,pelagic,Advice,0.12,5499127,F,SSB,NA,581760,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1948,her.27.3a47d,pelagic,Advice,0.12,4474572,F,SSB,NA,502100,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1949,her.27.3a47d,pelagic,Advice,0.132,4340323,F,SSB,NA,508500,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1950,her.27.3a47d,pelagic,Advice,0.138,4292964,F,SSB,NA,491700,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1951,her.27.3a47d,pelagic,Advice,0.167,4110431,F,SSB,NA,600400,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1952,her.27.3a47d,pelagic,Advice,0.17,4115723,F,SSB,NA,664400,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1953,her.27.3a47d,pelagic,Advice,0.177,3893052,F,SSB,NA,698500,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1954,her.27.3a47d,pelagic,Advice,0.198,3650056,F,SSB,NA,762900,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1955,her.27.3a47d,pelagic,Advice,0.195,3546303,F,SSB,NA,806400,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1956,her.27.3a47d,pelagic,Advice,0.197,3280044,F,SSB,NA,675200,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1957,her.27.3a47d,pelagic,Advice,0.21,2960955,F,SSB,NA,682900,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1958,her.27.3a47d,pelagic,Advice,0.219,2407651,F,SSB,NA,670500,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1959,her.27.3a47d,pelagic,Advice,0.239,3582878,F,SSB,NA,784500,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1960,her.27.3a47d,pelagic,Advice,0.208,2963112,F,SSB,NA,696200,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1961,her.27.3a47d,pelagic,Advice,0.244,2853716,F,SSB,NA,696700,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1962,her.27.3a47d,pelagic,Advice,0.274,1996944,F,SSB,NA,627800,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1963,her.27.3a47d,pelagic,Advice,0.194,2890983,F,SSB,NA,716000,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1964,her.27.3a47d,pelagic,Advice,0.284,2637471,F,SSB,NA,871200,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1965,her.27.3a47d,pelagic,Advice,0.474,2127516,F,SSB,NA,1168800,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1966,her.27.3a47d,pelagic,Advice,0.483,1627149,F,SSB,NA,895500,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1967,her.27.3a47d,pelagic,Advice,0.64,1030211,F,SSB,NA,695500,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1968,her.27.3a47d,pelagic,Advice,0.976,572620,F,SSB,NA,717800,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1969,her.27.3a47d,pelagic,Advice,0.87,495461,F,SSB,NA,546700,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1970,her.27.3a47d,pelagic,Advice,0.935,476038,F,SSB,NA,563100,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1971,her.27.3a47d,pelagic,Advice,1.277,327242,F,SSB,NA,520100,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1972,her.27.3a47d,pelagic,Advice,0.659,332972,F,SSB,NA,497500,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1973,her.27.3a47d,pelagic,Advice,0.874,296816,F,SSB,NA,484000,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1974,her.27.3a47d,pelagic,Advice,0.875,199400,F,SSB,NA,275100,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1975,her.27.3a47d,pelagic,Advice,1.049,114031,F,SSB,NA,312800,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1976,her.27.3a47d,pelagic,Advice,0.814,152997,F,SSB,NA,174800,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1977,her.27.3a47d,pelagic,Advice,0.369,103059,F,SSB,NA,46000,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1978,her.27.3a47d,pelagic,Advice,0.265,136726,F,SSB,NA,11000,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1979,her.27.3a47d,pelagic,Advice,0.217,180923,F,SSB,NA,25100,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1980,her.27.3a47d,pelagic,Advice,0.192,198388,F,SSB,NA,70764,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1981,her.27.3a47d,pelagic,Advice,0.213,298043,F,SSB,NA,174879,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1982,her.27.3a47d,pelagic,Advice,0.189,416941,F,SSB,NA,275079,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1983,her.27.3a47d,pelagic,Advice,0.235,636454,F,SSB,NA,387202,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1984,her.27.3a47d,pelagic,Advice,0.305,1063317,F,SSB,NA,428631,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1985,her.27.3a47d,pelagic,Advice,0.384,1161899,F,SSB,NA,613780,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1986,her.27.3a47d,pelagic,Advice,0.361,1178763,F,SSB,NA,671488,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1987,her.27.3a47d,pelagic,Advice,0.347,1401032,F,SSB,NA,792058,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1988,her.27.3a47d,pelagic,Advice,0.329,1834721,F,SSB,NA,887686,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1989,her.27.3a47d,pelagic,Advice,0.316,1875132,F,SSB,NA,787899,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1990,her.27.3a47d,pelagic,Advice,0.26,1977732,F,SSB,NA,645229,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1991,her.27.3a47d,pelagic,Advice,0.285,1749100,F,SSB,NA,658008,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1992,her.27.3a47d,pelagic,Advice,0.315,1367746,F,SSB,NA,716799,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1993,her.27.3a47d,pelagic,Advice,0.356,997149,F,SSB,NA,671397,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1994,her.27.3a47d,pelagic,Advice,0.371,1062653,F,SSB,NA,568234,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1995,her.27.3a47d,pelagic,Advice,0.321,1137472,F,SSB,NA,579371,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1996,her.27.3a47d,pelagic,Advice,0.184,1257945,F,SSB,NA,275098,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1997,her.27.3a47d,pelagic,Advice,0.168,1422790,F,SSB,NA,264313,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1998,her.27.3a47d,pelagic,Advice,0.192,1667748,F,SSB,NA,391628,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1999,her.27.3a47d,pelagic,Advice,0.185,1714787,F,SSB,NA,363163,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2000,her.27.3a47d,pelagic,Advice,0.186,1775676,F,SSB,NA,388157,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2001,her.27.3a47d,pelagic,Advice,0.162,2260925,F,SSB,NA,374065,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2002,her.27.3a47d,pelagic,Advice,0.151,2670349,F,SSB,NA,394709,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2003,her.27.3a47d,pelagic,Advice,0.178,2743141,F,SSB,NA,482281,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2004,her.27.3a47d,pelagic,Advice,0.222,2666900,F,SSB,NA,587698,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2005,her.27.3a47d,pelagic,Advice,0.24,2459492,F,SSB,NA,663813,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2006,her.27.3a47d,pelagic,Advice,0.214,2003189,F,SSB,NA,514597,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2007,her.27.3a47d,pelagic,Advice,0.186,1624274,F,SSB,NA,406482,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2008,her.27.3a47d,pelagic,Advice,0.116,1691045,F,SSB,NA,257870,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2009,her.27.3a47d,pelagic,Advice,0.068,1986853,F,SSB,NA,168443,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2010,her.27.3a47d,pelagic,Advice,0.072,2103979,F,SSB,NA,187611,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2011,her.27.3a47d,pelagic,Advice,0.094,2527300,F,SSB,NA,226478,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2012,her.27.3a47d,pelagic,Advice,0.152,2682517,F,SSB,NA,434710,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2013,her.27.3a47d,pelagic,Advice,0.179,2450179,F,SSB,NA,511416,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2014,her.27.3a47d,pelagic,Advice,0.182,2382257,F,SSB,NA,517356,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2015,her.27.3a47d,pelagic,Advice,0.189,2207598,F,SSB,NA,494099,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2016,her.27.3a47d,pelagic,Advice,0.196,2596513,F,SSB,NA,563610,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2017,her.27.3a47d,pelagic,Advice,0.179,2214966,F,SSB,NA,498437,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2018,her.27.3a47d,pelagic,Advice,0.208,1870362,F,SSB,NA,603536,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
2019,her.27.3a47d,pelagic,Advice,NA,1529000,F,SSB,NA,NA,NA,2019,0.34,0.3,9e+05,8e+05,0.26,1400000
1978,hke.27.3a46-8abd,demersal,Advice,0.54,71702,F,SSB,50551,50551,NA,2019,0.84,0.6,56000,40000,0.27,56000
1979,hke.27.3a46-8abd,demersal,Advice,0.58,91895,F,SSB,51096,51096,NA,2019,0.84,0.6,56000,40000,0.27,56000
1980,hke.27.3a46-8abd,demersal,Advice,0.68,94241,F,SSB,57265,57265,NA,2019,0.84,0.6,56000,40000,0.27,56000
1981,hke.27.3a46-8abd,demersal,Advice,0.69,80167,F,SSB,53918,53918,NA,2019,0.84,0.6,56000,40000,0.27,56000
1982,hke.27.3a46-8abd,demersal,Advice,0.72,64406,F,SSB,54994,54994,NA,2019,0.84,0.6,56000,40000,0.27,56000
1983,hke.27.3a46-8abd,demersal,Advice,0.67,62898,F,SSB,57507,57507,NA,2019,0.84,0.6,56000,40000,0.27,56000
1984,hke.27.3a46-8abd,demersal,Advice,0.7,76056,F,SSB,63286,63286,NA,2019,0.84,0.6,56000,40000,0.27,56000
1985,hke.27.3a46-8abd,demersal,Advice,0.85,72957,F,SSB,56099,56099,NA,2019,0.84,0.6,56000,40000,0.27,56000
1986,hke.27.3a46-8abd,demersal,Advice,0.96,54100,F,SSB,57092,57092,NA,2019,0.84,0.6,56000,40000,0.27,56000
1987,hke.27.3a46-8abd,demersal,Advice,1.05,39906,F,SSB,63369,63369,NA,2019,0.84,0.6,56000,40000,0.27,56000
1988,hke.27.3a46-8abd,demersal,Advice,1.06,43169,F,SSB,64823,64825,2,2019,0.84,0.6,56000,40000,0.27,56000
1989,hke.27.3a46-8abd,demersal,Advice,1.14,42492,F,SSB,66473,66546,73,2019,0.84,0.6,56000,40000,0.27,56000
1990,hke.27.3a46-8abd,demersal,Advice,1.08,39704,F,SSB,59954,59954,NA,2019,0.84,0.6,56000,40000,0.27,56000
1991,hke.27.3a46-8abd,demersal,Advice,1.03,38676,F,SSB,58129,58129,NA,2019,0.84,0.6,56000,40000,0.27,56000
1992,hke.27.3a46-8abd,demersal,Advice,1.07,37236,F,SSB,56617,56617,NA,2019,0.84,0.6,56000,40000,0.27,56000
1993,hke.27.3a46-8abd,demersal,Advice,1.1,36649,F,SSB,52144,52144,NA,2019,0.84,0.6,56000,40000,0.27,56000
1994,hke.27.3a46-8abd,demersal,Advice,1.13,28823,F,SSB,51259,51615,356,2019,0.84,0.6,56000,40000,0.27,56000
1995,hke.27.3a46-8abd,demersal,Advice,1.19,28062,F,SSB,57621,57621,NA,2019,0.84,0.6,56000,40000,0.27,56000
1996,hke.27.3a46-8abd,demersal,Advice,1.04,33133,F,SSB,47210,47210,NA,2019,0.84,0.6,56000,40000,0.27,56000
1997,hke.27.3a46-8abd,demersal,Advice,1.12,28370,F,SSB,42465,42465,NA,2019,0.84,0.6,56000,40000,0.27,56000
1998,hke.27.3a46-8abd,demersal,Advice,1.04,22678,F,SSB,35060,35060,NA,2019,0.84,0.6,56000,40000,0.27,56000
1999,hke.27.3a46-8abd,demersal,Advice,1.03,26026,F,SSB,39814,40163,349,2019,0.84,0.6,56000,40000,0.27,56000
2000,hke.27.3a46-8abd,demersal,Advice,0.97,28722,F,SSB,42026,42109,83,2019,0.84,0.6,56000,40000,0.27,56000
2001,hke.27.3a46-8abd,demersal,Advice,0.8,34027,F,SSB,36675,36675,NA,2019,0.84,0.6,56000,40000,0.27,56000
2002,hke.27.3a46-8abd,demersal,Advice,0.86,34673,F,SSB,40107,40107,NA,2019,0.84,0.6,56000,40000,0.27,56000
2003,hke.27.3a46-8abd,demersal,Advice,0.87,35009,F,SSB,43162,45272,2110,2019,0.84,0.6,56000,40000,0.27,56000
2004,hke.27.3a46-8abd,demersal,Advice,0.87,40085,F,SSB,46417,48969,2552,2019,0.84,0.6,56000,40000,0.27,56000
2005,hke.27.3a46-8abd,demersal,Advice,1.02,38523,F,SSB,46550,51226,4676,2019,0.84,0.6,56000,40000,0.27,56000
2006,hke.27.3a46-8abd,demersal,Advice,0.92,30822,F,SSB,41467,43283,1816,2019,0.84,0.6,56000,40000,0.27,56000
2007,hke.27.3a46-8abd,demersal,Advice,0.82,36353,F,SSB,45028,47219,2191,2019,0.84,0.6,56000,40000,0.27,56000
