FisheriesGuild,Year,Metric,Value
benthic,1950,F/F[MSY],1.90909090909091
benthic,1951,F/F[MSY],1.99350649350649
benthic,1952,F/F[MSY],2.05194805194805
benthic,1953,F/F[MSY],2.00649350649351
benthic,1954,F/F[MSY],1.81818181818182
benthic,1955,F/F[MSY],1.91558441558442
benthic,1956,F/F[MSY],1.8961038961039
benthic,1957,F/F[MSY],1.25677056277056
benthic,1958,F/F[MSY],1.38710822510823
benthic,1959,F/F[MSY],1.48865800865801
benthic,1960,F/F[MSY],1.59130735930736
benthic,1961,F/F[MSY],1.64752380952381
benthic,1962,F/F[MSY],1.68961038961039
benthic,1963,F/F[MSY],1.76852813852814
benthic,1964,F/F[MSY],1.80562770562771
benthic,1965,F/F[MSY],1.75222510822511
benthic,1966,F/F[MSY],1.72631168831169
benthic,1967,F/F[MSY],1.83941991341991
benthic,1968,F/F[MSY],2.06232034632035
benthic,1969,F/F[MSY],1.92018609742748
benthic,1970,F/F[MSY],1.90146937353834
benthic,1971,F/F[MSY],1.89449196397472
benthic,1972,F/F[MSY],1.88504627556352
benthic,1973,F/F[MSY],2.01795690899139
benthic,1974,F/F[MSY],2.07428024083196
benthic,1975,F/F[MSY],2.04756008359457
benthic,1976,F/F[MSY],1.95810917052296
benthic,1977,F/F[MSY],1.88596083992636
benthic,1978,F/F[MSY],1.96704632532219
benthic,1979,F/F[MSY],2.10028536597502
benthic,1980,F/F[MSY],2.03580423987777
benthic,1981,F/F[MSY],1.96042477938759
benthic,1982,F/F[MSY],2.02033305200314
benthic,1983,F/F[MSY],2.09589236047599
benthic,1984,F/F[MSY],2.0107685917569
benthic,1985,F/F[MSY],1.87091818427261
benthic,1986,F/F[MSY],1.82746269412436
benthic,1987,F/F[MSY],1.96382096895689
benthic,1988,F/F[MSY],1.87585338737638
benthic,1989,F/F[MSY],2.02575580774211
benthic,1990,F/F[MSY],1.99220030654533
benthic,1991,F/F[MSY],2.05127284801798
benthic,1992,F/F[MSY],1.98604065788729
benthic,1993,F/F[MSY],1.97574029766631
benthic,1994,F/F[MSY],1.96510817269994
benthic,1995,F/F[MSY],2.09022266902964
benthic,1996,F/F[MSY],2.16690671022917
benthic,1997,F/F[MSY],2.26778250685671
benthic,1998,F/F[MSY],2.1587870040143
benthic,1999,F/F[MSY],2.18269669326318
benthic,2000,F/F[MSY],2.0720607233879
benthic,2001,F/F[MSY],2.09145049410503
benthic,2002,F/F[MSY],2.13156490063045
benthic,2003,F/F[MSY],2.07772096375269
benthic,2004,F/F[MSY],2.02900431272587
benthic,2005,F/F[MSY],1.89762686564526
benthic,2006,F/F[MSY],1.71290562803531
benthic,2007,F/F[MSY],1.73503543863337
benthic,2008,F/F[MSY],1.61451739392309
benthic,2009,F/F[MSY],1.49437606342128
benthic,2010,F/F[MSY],1.44605153527217
benthic,2011,F/F[MSY],1.28974488834572
benthic,2012,F/F[MSY],1.22759074796349
benthic,2013,F/F[MSY],1.14217375984207
benthic,2014,F/F[MSY],1.07848631483689
benthic,2015,F/F[MSY],0.978483429962172
benthic,2016,F/F[MSY],0.987998373555105
benthic,2017,F/F[MSY],0.997667490087939
benthic,2018,F/F[MSY],0.958333407488901
benthic,1950,SSB/MSY~B[trigger],0.738461538461539
benthic,1951,SSB/MSY~B[trigger],0.728345626975764
benthic,1952,SSB/MSY~B[trigger],0.694836670179136
benthic,1953,SSB/MSY~B[trigger],0.642571127502634
benthic,1954,SSB/MSY~B[trigger],0.599157007376185
benthic,1955,SSB/MSY~B[trigger],0.598946259220232
benthic,1956,SSB/MSY~B[trigger],0.605057955742887
benthic,1957,SSB/MSY~B[trigger],1.04808305714222
benthic,1958,SSB/MSY~B[trigger],1.0943859405124
benthic,1959,SSB/MSY~B[trigger],1.12609926232313
benthic,1960,SSB/MSY~B[trigger],1.13473097826711
benthic,1961,SSB/MSY~B[trigger],1.48524141368155
benthic,1962,SSB/MSY~B[trigger],1.36743638040295
benthic,1963,SSB/MSY~B[trigger],1.1722516494762
benthic,1964,SSB/MSY~B[trigger],0.957666790448013
benthic,1965,SSB/MSY~B[trigger],0.791831965921382
benthic,1966,SSB/MSY~B[trigger],1.51745747033411
benthic,1967,SSB/MSY~B[trigger],1.49458562502775
benthic,1968,SSB/MSY~B[trigger],1.35173797948154
benthic,1969,SSB/MSY~B[trigger],1.05624048196252
benthic,1970,SSB/MSY~B[trigger],0.992012050954891
benthic,1971,SSB/MSY~B[trigger],0.888967869159973
benthic,1972,SSB/MSY~B[trigger],0.962999931857588
benthic,1973,SSB/MSY~B[trigger],0.808987474952899
benthic,1974,SSB/MSY~B[trigger],0.823459837000145
benthic,1975,SSB/MSY~B[trigger],0.900411234918602
benthic,1976,SSB/MSY~B[trigger],0.886030216159823
benthic,1977,SSB/MSY~B[trigger],0.835439760449881
benthic,1978,SSB/MSY~B[trigger],0.883017395670252
benthic,1979,SSB/MSY~B[trigger],0.998451286908038
benthic,1980,SSB/MSY~B[trigger],0.877210830355212
benthic,1981,SSB/MSY~B[trigger],0.974514002578195
benthic,1982,SSB/MSY~B[trigger],1.02446100216709
benthic,1983,SSB/MSY~B[trigger],1.09913593049824
benthic,1984,SSB/MSY~B[trigger],1.08822782111398
benthic,1985,SSB/MSY~B[trigger],1.35718608634455
benthic,1986,SSB/MSY~B[trigger],1.31518341380918
benthic,1987,SSB/MSY~B[trigger],1.3473348176055
benthic,1988,SSB/MSY~B[trigger],1.33690062693571
benthic,1989,SSB/MSY~B[trigger],1.2666845769413
benthic,1990,SSB/MSY~B[trigger],1.50062746472306
benthic,1991,SSB/MSY~B[trigger],1.30758744117119
benthic,1992,SSB/MSY~B[trigger],1.30954998274775
benthic,1993,SSB/MSY~B[trigger],1.16976494324886
benthic,1994,SSB/MSY~B[trigger],1.23239530223763
benthic,1995,SSB/MSY~B[trigger],1.12726612085531
benthic,1996,SSB/MSY~B[trigger],1.0063483285816
benthic,1997,SSB/MSY~B[trigger],0.952054007283006
benthic,1998,SSB/MSY~B[trigger],0.902382140997438
benthic,1999,SSB/MSY~B[trigger],0.979527802220274
benthic,2000,SSB/MSY~B[trigger],0.94294787909382
benthic,2001,SSB/MSY~B[trigger],0.903022323489332
benthic,2002,SSB/MSY~B[trigger],0.884330752037392
benthic,2003,SSB/MSY~B[trigger],0.894495765368531
benthic,2004,SSB/MSY~B[trigger],0.887183527733346
benthic,2005,SSB/MSY~B[trigger],0.871203696290595
benthic,2006,SSB/MSY~B[trigger],0.84772744683553
benthic,2007,SSB/MSY~B[trigger],0.837822402970932
benthic,2008,SSB/MSY~B[trigger],0.969013325099338
benthic,2009,SSB/MSY~B[trigger],1.04660953479079
benthic,2010,SSB/MSY~B[trigger],1.0679958786777
benthic,2011,SSB/MSY~B[trigger],1.11922397030125
benthic,2012,SSB/MSY~B[trigger],1.27765514934477
benthic,2013,SSB/MSY~B[trigger],1.4574464544466
benthic,2014,SSB/MSY~B[trigger],1.58241278804052
benthic,2015,SSB/MSY~B[trigger],1.59852372878412
benthic,2016,SSB/MSY~B[trigger],1.73337210873287
benthic,2017,SSB/MSY~B[trigger],1.800363516781
benthic,2018,SSB/MSY~B[trigger],1.82256757744034
benthic,2019,SSB/MSY~B[trigger],1.92129261129665
crustacean,1992,F/F[MSY],0.413333333333333
crustacean,1993,F/F[MSY],1.205896918651
crustacean,1994,F/F[MSY],1.61744937783786
crustacean,1995,F/F[MSY],0.626666666666667
crustacean,1996,F/F[MSY],2.12160756992825
crustacean,1997,F/F[MSY],1.56290018832392
crustacean,1998,F/F[MSY],1.90298415999445
crustacean,1999,F/F[MSY],1.46072829364667
crustacean,2000,F/F[MSY],1.41833849779904
crustacean,2001,F/F[MSY],1.65015988942288
crustacean,2002,F/F[MSY],1.30674966682538
crustacean,2003,F/F[MSY],1.03391951454525
crustacean,2004,F/F[MSY],1.02811146429722
crustacean,2005,F/F[MSY],1.22628047461988
crustacean,2006,F/F[MSY],1.92734066177234
crustacean,2007,F/F[MSY],1.51180873234221
crustacean,2008,F/F[MSY],0.985544022674095
crustacean,2009,F/F[MSY],1.7640183091699
crustacean,2010,F/F[MSY],1.18644765086925
crustacean,2011,F/F[MSY],1.1544083399204
crustacean,2012,F/F[MSY],1.3186587655845
crustacean,2013,F/F[MSY],1.166992232889
crustacean,2014,F/F[MSY],1.16775743641355
crustacean,2015,F/F[MSY],0.811082953844968
