type_var,YEAR,typeTotal
Denmark,1950,177.639
Denmark,1951,212.628
Denmark,1952,249.073
Denmark,1953,275.729
Denmark,1954,299.808
Denmark,1955,353.546
Denmark,1956,400.673
Denmark,1957,456.538
Denmark,1958,520.182
Denmark,1959,595.224
Denmark,1960,505.34
Denmark,1961,542.746
Denmark,1962,691.276
Denmark,1963,766.844
Denmark,1964,772.147
Denmark,1965,749.488
Denmark,1966,752.305
Denmark,1967,962.006
Denmark,1968,1357.167
Denmark,1969,1177.639
Denmark,1970,1130.797
Denmark,1971,1289.167
Denmark,1972,1325.399
Denmark,1973,1327.134
Denmark,1974,1708.572
Denmark,1975,1631.346
Denmark,1976,1738.494
Denmark,1977,1624.653
Denmark,1978,1560.291
Denmark,1979,1499.614
Denmark,1980,1790.707
Denmark,1981,1629.854
Denmark,1982,1668.307
Denmark,1983,1610.337
Denmark,1984,1595.276
Denmark,1985,1520.072
Denmark,1986,1615.186
Denmark,1987,1459.835
Denmark,1988,1752.307
Denmark,1989,1692.344
Denmark,1990,1321.742
Denmark,1991,1585.586
Denmark,1992,1772.284
Denmark,1993,1344.798
Denmark,1994,1591.681
Denmark,1995,1714.204
Denmark,1996,1259.046
Denmark,1997,1391.22
Denmark,1998,1201.136
Denmark,1999,1096.598
Denmark,2000,1262.319
Denmark,2001,1245.897
Denmark,2002,1233.083
Denmark,2003,834.449
Denmark,2004,907.035
Denmark,2005,740.818
Denmark,2006,683.86869
Denmark,2007,480.38876
Denmark,2008,547.73071
Denmark,2009,623.6922
Denmark,2010,660.52469
Denmark,2011,585.71695
Denmark,2012,389.82422
Denmark,2013,553.64136
Denmark,2014,576.27895
Denmark,2015,721.44594
Denmark,2016,514.92301
Denmark,2017,724.337
Denmark,2018,528.29459283
Faroe Islands,1950,0
Faroe Islands,1951,0
Faroe Islands,1952,0
Faroe Islands,1953,0.69
Faroe Islands,1954,0
Faroe Islands,1955,0.04
Faroe Islands,1956,0
Faroe Islands,1957,0.022
Faroe Islands,1958,0.026
Faroe Islands,1959,0.005
Faroe Islands,1960,0.045
Faroe Islands,1961,0
Faroe Islands,1962,0
Faroe Islands,1963,0
Faroe Islands,1964,0.973
Faroe Islands,1965,3.111
Faroe Islands,1966,1.491
Faroe Islands,1967,35.993
Faroe Islands,1968,54.955
Faroe Islands,1969,63.36
Faroe Islands,1970,107.742
Faroe Islands,1971,115.793
Faroe Islands,1972,117.397
Faroe Islands,1973,146.422
Faroe Islands,1974,153.524
Faroe Islands,1975,170.602
Faroe Islands,1976,200.09
Faroe Islands,1977,123.982
Faroe Islands,1978,67.892
Faroe Islands,1979,68.985
Faroe Islands,1980,63.539
Faroe Islands,1981,30.053
Faroe Islands,1982,21.833
Faroe Islands,1983,39.77
Faroe Islands,1984,31.211
Faroe Islands,1985,18.569
Faroe Islands,1986,7.91
Faroe Islands,1987,27.679
Faroe Islands,1988,19.751
Faroe Islands,1989,28.674
Faroe Islands,1990,17.13
Faroe Islands,1991,20.828
Faroe Islands,1992,19.387
Faroe Islands,1993,18.211
Faroe Islands,1994,29.85
Faroe Islands,1995,46.776
Faroe Islands,1996,18.397
Faroe Islands,1997,28.339
Faroe Islands,1998,24.321
Faroe Islands,1999,21.894
Faroe Islands,2000,0
Faroe Islands,2001,15.465
Faroe Islands,2002,36.622
Faroe Islands,2003,25.346
Faroe Islands,2004,25.053
Faroe Islands,2005,18.385
Faroe Islands,2006,15.567
Faroe Islands,2007,20.353
Faroe Islands,2008,12.099
Faroe Islands,2009,12.4
Faroe Islands,2010,18.068
Faroe Islands,2011,1.024
Faroe Islands,2012,1.811
Faroe Islands,2013,0.932
Faroe Islands,2014,47.349
Faroe Islands,2015,40.099109
Faroe Islands,2016,35.257026
Faroe Islands,2017,21.887722
Faroe Islands,2018,23.732758
France,1950,82.05
France,1951,185.265
France,1952,79.081
France,1953,85.88
France,1954,105.158
France,1955,110.149
France,1956,94.21
France,1957,95.726
France,1958,90.449
France,1959,92.567
France,1960,18.701
France,1961,98.972
France,1962,22.774
France,1963,28.87
France,1964,109.663
France,1965,109.684
France,1966,84.677
France,1967,78.123
France,1968,114.128
France,1969,105.695
France,1970,109.93
France,1971,119.855
France,1972,104.182
France,1973,95.141
France,1974,157.508
France,1975,162.94
France,1976,154.428
France,1977,150.703
France,1978,165.912
France,1979,180.052
France,1980,182.116
France,1981,191.572
France,1982,215.271
France,1983,179.687
France,1984,172.175
France,1985,143.123
France,1986,141.015
France,1987,128.555
France,1988,135.41
France,1989,131.095
France,1990,128.749
France,1991,107.266
France,1992,84.773
France,1993,85.899
France,1994,83.09
France,1995,114.866
France,1996,84.064
France,1997,98.304
France,1998,97.328
France,1999,0
France,2000,123.349
France,2001,125.597
France,2002,129.659
France,2003,126.257
France,2004,120.803
France,2005,131.37
France,2006,134.9896
France,2007,113.30054
France,2008,105.43127
France,2009,79.2744
France,2010,74.76
France,2011,92.04153
France,2012,95.89563
France,2013,102.8229
France,2014,99.94864
France,2015,105.09722
France,2016,104.90672
France,2017,105.92424
France,2018,75.877067
Germany,1950,270.518
Germany,1951,330.503
Germany,1952,79.199
Germany,1953,338.884
Germany,1954,350.605
Germany,1955,114.812
Germany,1956,101.045
Germany,1957,379.105
Germany,1958,344.831
Germany,1959,383.705
Germany,1960,271.264
Germany,1961,237.827
Germany,1962,217.32
Germany,1963,264.807
Germany,1964,270.442
Germany,1965,259.772
Germany,1966,226.753
Germany,1967,143.907
Germany,1968,148.121
Germany,1969,139.83
Germany,1970,141.586
Germany,1971,110.228
Germany,1972,122.754
Germany,1973,120.974
Germany,1974,137.001
Germany,1975,112.25
Germany,1976,141.322
Germany,1977,105.439
Germany,1978,120.608
Germany,1979,81.756
Germany,1980,84.355
Germany,1981,83.488
Germany,1982,82.617
Germany,1983,97.934
Germany,1984,138.348
Germany,1985,88.356
Germany,1986,60.546
Germany,1987,62.843
Germany,1988,63.969
Germany,1989,95.606
Germany,1990,105.862
Germany,1991,111.541
Germany,1992,96.748
Germany,1993,99.519
Germany,1994,89.552
Germany,1995,98.775
Germany,1996,61.925
Germany,1997,69.092
Germany,1998,70.473
Germany,1999,72.563
Germany,2000,68.222
Germany,2001,69.755
Germany,2002,71.79
Germany,2003,90.84
Germany,2004,94.571
Germany,2005,100.422
Germany,2006,93.56673
Germany,2007,60.3061
Germany,2008,59.3327
Germany,2009,66.5905
Germany,2010,70.146
Germany,2011,67.70735
Germany,2012,77.99946
Germany,2013,102.0855
Germany,2014,88.10745
Germany,2015,109.7651
Germany,2016,113.14116
Germany,2017,92.2006
Germany,2018,93.449407
Netherlands,1950,175.346
Netherlands,1951,195.457
Netherlands,1952,208.142
Netherlands,1953,235.482
Netherlands,1954,220.792
Netherlands,1955,210.544
Netherlands,1956,196.443
Netherlands,1957,226.023
Netherlands,1958,220.526
Netherlands,1959,226.308
Netherlands,1960,232.812
Netherlands,1961,228.402
Netherlands,1962,204.777
Netherlands,1963,245.454
Netherlands,1964,246.926
Netherlands,1965,238.656
Netherlands,1966,215.708
Netherlands,1967,156.155
Netherlands,1968,165.886
Netherlands,1969,179.569
Netherlands,1970,193.269
Netherlands,1971,194.694
Netherlands,1972,182.843
Netherlands,1973,172.149
Netherlands,1974,187.237
Netherlands,1975,179.84
Netherlands,1976,150.164
Netherlands,1977,139.75
Netherlands,1978,124.925
Netherlands,1979,121.278
Netherlands,1980,134.969
Netherlands,1981,151.094
Netherlands,1982,175.723
Netherlands,1983,187.859
Netherlands,1984,158.915
Netherlands,1985,281.815
Netherlands,1986,264.575
Netherlands,1987,276.284
Netherlands,1988,287.468
